class	GO_CC	lig_vol
Saccharolipid	host cell Golgi apparatus [GO:0044177]	417.79
Saccharolipid	host cell [GO:0043657]	418.16
Saccharolipid	extracellular region [GO:0005576]	418.16
Saccharolipid	host cell Golgi apparatus [GO:0044177]	418.16
Saccharolipid	host cell [GO:0043657]	389.23
Saccharolipid	extracellular region [GO:0005576]	389.23
Saccharolipid	host cell Golgi apparatus [GO:0044177]	389.23
Saccharolipid	host cell [GO:0043657]	345.17
Saccharolipid	extracellular region [GO:0005576]	345.17
Saccharolipid	host cell Golgi apparatus [GO:0044177]	345.17
Saccharolipid	host cell [GO:0043657]	343.18
Saccharolipid	extracellular region [GO:0005576]	343.18
Saccharolipid	host cell Golgi apparatus [GO:0044177]	343.18
Saccharolipid	receptor complex [GO:0043235]	643.49
Saccharolipid	extracellular region [GO:0005576]	643.49
Saccharolipid	plasma membrane [GO:0005886]	643.49
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	643.49
Saccharolipid	receptor complex [GO:0043235]	557.52
Saccharolipid	extracellular region [GO:0005576]	557.52
Saccharolipid	plasma membrane [GO:0005886]	557.52
Saccharolipid	lipopolysaccharide receptor complex [GO:0046696]	557.52
Saccharolipid	cytoplasm [GO:0005737]	735.34
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	735.34
Saccharolipid	mitochondrial intermembrane space [GO:0005758]	362.15
Saccharolipid	respirasome [GO:0070469]	362.15
Saccharolipid	mitochondrion [GO:0005739]	362.15
Saccharolipid	mitochondrial intermembrane space [GO:0005758]	407.42
Saccharolipid	respirasome [GO:0070469]	407.42
Saccharolipid	mitochondrion [GO:0005739]	407.42
Saccharolipid	tertiary granule membrane [GO:0070821]	651.84
Saccharolipid	nucleoplasm [GO:0005654]	651.84
Saccharolipid	plasma membrane [GO:0005886]	651.84
Saccharolipid	peroxisome [GO:0005777]	651.84
Saccharolipid	specific granule membrane [GO:0035579]	651.84
Saccharolipid	external side of plasma membrane [GO:0009897]	651.84
Saccharolipid	cell surface [GO:0009986]	651.84
Saccharolipid	Golgi apparatus [GO:0005794]	651.84
Saccharolipid	tertiary granule membrane [GO:0070821]	935.76
Saccharolipid	nucleoplasm [GO:0005654]	935.76
Saccharolipid	plasma membrane [GO:0005886]	935.76
Saccharolipid	peroxisome [GO:0005777]	935.76
Saccharolipid	specific granule membrane [GO:0035579]	935.76
Saccharolipid	external side of plasma membrane [GO:0009897]	935.76
Saccharolipid	cell surface [GO:0009986]	935.76
Saccharolipid	Golgi apparatus [GO:0005794]	935.76
Saccharolipid	tertiary granule membrane [GO:0070821]	891.0
Saccharolipid	nucleoplasm [GO:0005654]	891.0
Saccharolipid	plasma membrane [GO:0005886]	891.0
Saccharolipid	peroxisome [GO:0005777]	891.0
Saccharolipid	specific granule membrane [GO:0035579]	891.0
Saccharolipid	external side of plasma membrane [GO:0009897]	891.0
Saccharolipid	cell surface [GO:0009986]	891.0
Saccharolipid	Golgi apparatus [GO:0005794]	891.0
Saccharolipid	tertiary granule membrane [GO:0070821]	615.99
Saccharolipid	nucleoplasm [GO:0005654]	615.99
Saccharolipid	plasma membrane [GO:0005886]	615.99
Saccharolipid	peroxisome [GO:0005777]	615.99
Saccharolipid	specific granule membrane [GO:0035579]	615.99
Saccharolipid	external side of plasma membrane [GO:0009897]	615.99
Saccharolipid	cell surface [GO:0009986]	615.99
Saccharolipid	Golgi apparatus [GO:0005794]	615.99
Saccharolipid	membrane raft [GO:0045121]	473.81
Saccharolipid	cortical cytoskeleton [GO:0030863]	473.81
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	473.81
Saccharolipid	clathrin-coated pit [GO:0005905]	473.81
Saccharolipid	plasma membrane [GO:0005886]	473.81
Saccharolipid	caveola [GO:0005901]	473.81
Saccharolipid	extracellular space [GO:0005615]	473.81
Saccharolipid	external side of plasma membrane [GO:0009897]	473.81
Saccharolipid	external side of plasma membrane [GO:0009897]	428.51
Saccharolipid	apical plasma membrane [GO:0016324]	428.51
Saccharolipid	cell surface [GO:0009986]	428.51
Saccharolipid	extracellular region [GO:0005576]	428.51
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	428.51
Saccharolipid	external side of plasma membrane [GO:0009897]	380.64
Saccharolipid	apical plasma membrane [GO:0016324]	380.64
Saccharolipid	cell surface [GO:0009986]	380.64
Saccharolipid	extracellular region [GO:0005576]	380.64
Saccharolipid	perinuclear region of cytoplasm [GO:0048471]	380.64
Saccharolipid	membrane [GO:0016020]	426.92
Saccharolipid	intracellular membrane-bounded organelle [GO:0043231]	426.92
Saccharolipid	endoplasmic reticulum membrane [GO:0005789]	426.92
Saccharolipid	cytosol [GO:0005829]	557.42
Saccharolipid	cytoplasm [GO:0005737]	557.42
