class	GO_CC	lig_vol
Sterol	plasma membrane [GO:0005886]	339.11
Sterol	postsynaptic membrane [GO:0045211]	339.11
Sterol	presynaptic membrane [GO:0042734]	339.11
Sterol	presynaptic active zone [GO:0048786]	339.11
Sterol	periplasmic space [GO:0042597]	339.11
Sterol	intermediate filament [GO:0005882]	339.11
Sterol	asymmetric synapse [GO:0032279]	339.11
Sterol	dendrite [GO:0030425]	329.88
Sterol	sarcoplasmic reticulum membrane [GO:0033017]	329.88
Sterol	cytoplasmic side of membrane [GO:0098562]	329.88
Sterol	cytosol [GO:0005829]	329.88
Sterol	Z disc [GO:0030018]	329.88
Sterol	sarcoplasmic reticulum [GO:0016529]	329.88
Sterol	terminal cisterna [GO:0014802]	329.88
Sterol	glutamatergic synapse [GO:0098978]	329.88
Sterol	membrane [GO:0016020]	329.88
Sterol	plasma membrane [GO:0005886]	329.88
Sterol	ryanodine receptor complex [GO:1990425]	329.88
Sterol	astrocyte projection [GO:0097449]	329.88
Sterol	presynaptic membrane [GO:0042734]	329.88
Sterol	axon [GO:0030424]	329.88
Sterol	cytoplasm [GO:0005737]	329.88
Sterol	dendrite [GO:0030425]	310.02
Sterol	axolemma [GO:0030673]	310.02
Sterol	neuronal cell body [GO:0043025]	310.02
Sterol	glutamatergic synapse [GO:0098978]	310.02
Sterol	membrane [GO:0016020]	310.02
Sterol	plasma membrane [GO:0005886]	310.02
Sterol	postsynaptic membrane [GO:0045211]	310.02
Sterol	presynaptic membrane [GO:0042734]	310.02
Sterol	presynaptic active zone [GO:0048786]	310.02
Sterol	periplasmic space [GO:0042597]	310.02
Sterol	intermediate filament [GO:0005882]	310.02
Sterol	asymmetric synapse [GO:0032279]	310.02
Sterol	membrane [GO:0016020]	335.23
Sterol	intracellular membrane-bounded organelle [GO:0043231]	335.23
Sterol	cytoplasm [GO:0005737]	335.23
Sterol	dendrite [GO:0030425]	434.0
Sterol	endoplasmic reticulum [GO:0005783]	434.0
Sterol	Golgi apparatus [GO:0005794]	434.0
Sterol	ciliary membrane [GO:0060170]	434.0
Sterol	ciliary tip [GO:0097542]	434.0
Sterol	endocytic vesicle membrane [GO:0030666]	434.0
Sterol	cilium [GO:0005929]	434.0
Sterol	extracellular exosome [GO:0070062]	434.0
Sterol	intracellular membrane-bounded organelle [GO:0043231]	434.0
Sterol	plasma membrane [GO:0005886]	434.0
