class	GO_CC	pock_vol
Saccharolipid	cytoplasm [GO:0005737]	1311.98
Saccharolipid	cytoplasm [GO:0005737]	1322.01
Saccharolipid	membrane [GO:0016020]	1168.91
Saccharolipid	membrane [GO:0016020]	1166.94
Saccharolipid	cytosol [GO:0005829]	1389.04
Saccharolipid	cytosol [GO:0005829]	1516.99
Saccharolipid	mitochondrial membrane [GO:0031966]	1020.36
Saccharolipid	cytosol [GO:0005829]	1020.36
Saccharolipid	glutamatergic synapse [GO:0098978]	1020.36
Saccharolipid	histone acetyltransferase complex [GO:0000123]	1020.36
Saccharolipid	plasma membrane [GO:0005886]	1020.36
Saccharolipid	nucleoplasm [GO:0005654]	1020.36
Saccharolipid	NSL complex [GO:0044545]	1020.36
Saccharolipid	protein-containing complex [GO:0032991]	1020.36
Saccharolipid	protein N-acetylglucosaminyltransferase complex [GO:0017122]	1020.36
Saccharolipid	cell projection [GO:0042995]	1020.36
