class	GO_CC	as_max_dst
Glycerophospholipid	tertiary granule membrane [GO:0070821]	25.15
Glycerophospholipid	specific granule membrane [GO:0035579]	25.15
Glycerophospholipid	nuclear envelope [GO:0005635]	25.15
Glycerophospholipid	plasma membrane [GO:0005886]	25.15
Glycerophospholipid	NADPH oxidase complex [GO:0043020]	25.15
Glycerophospholipid	dendrite [GO:0030425]	25.15
Glycerophospholipid	perinuclear endoplasmic reticulum [GO:0097038]	25.15
Glycerophospholipid	endoplasmic reticulum membrane [GO:0005789]	25.15
Glycerophospholipid	phagocytic vesicle membrane [GO:0030670]	25.15
Glycerophospholipid	neuronal cell body [GO:0043025]	25.15
Glycerophospholipid	monoatomic ion channel complex [GO:0034702]	25.15
Glycerophospholipid	membrane [GO:0016020]	3.55
Glycerophospholipid	plastid [GO:0009536]	3.55
Glycerophospholipid	light-harvesting complex [GO:0030076]	3.55
Glycerophospholipid	membrane [GO:0016020]	23.59
Glycerophospholipid	cell surface [GO:0009986]	23.59
Glycerophospholipid	plasma membrane [GO:0005886]	23.59
Glycerophospholipid	lysosomal membrane [GO:0005765]	23.59
Glycerophospholipid	monoatomic ion channel complex [GO:0034702]	23.59
Glycerophospholipid	membrane [GO:0016020]	22.89
Glycerophospholipid	plasma membrane respiratory chain complex I [GO:0045272]	22.89
Glycerophospholipid	respiratory chain complex I [GO:0045271]	22.89
Glycerophospholipid	plasma membrane [GO:0005886]	22.89
Glycerophospholipid	NADH dehydrogenase complex [GO:0030964]	22.89
Glycerophospholipid	mitochondrion [GO:0005739]	19.16
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	19.16
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	19.16
Glycerophospholipid	transmembrane transporter complex [GO:1902495]	25.96
Glycerophospholipid	plasma membrane [GO:0005886]	25.96
Glycerophospholipid	plasma membrane [GO:0005886]	9.59
Glycerophospholipid	cortical endoplasmic reticulum [GO:0032541]	9.59
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	2.23
Glycerophospholipid	mitochondrial respiratory chain complex IV [GO:0005751]	2.23
Glycerophospholipid	photosystem II [GO:0009523]	9.24
Glycerophospholipid	chloroplast thylakoid membrane [GO:0009535]	9.24
Glycerophospholipid	photosystem I [GO:0009522]	9.24
Glycerophospholipid	photosystem II [GO:0009523]	8.6
Glycerophospholipid	chloroplast thylakoid membrane [GO:0009535]	8.6
Glycerophospholipid	photosystem I [GO:0009522]	8.6
Glycerophospholipid	plasma membrane [GO:0005886]	26.33
Glycerophospholipid	voltage-gated sodium channel complex [GO:0001518]	26.33
Glycerophospholipid	axon [GO:0030424]	26.33
Glycerophospholipid	voltage-gated calcium channel complex [GO:0005891]	26.33
Glycerophospholipid	cell-cell junction [GO:0005911]	20.72
Glycerophospholipid	cell surface [GO:0009986]	20.72
Glycerophospholipid	caveola [GO:0005901]	20.72
Glycerophospholipid	plasma membrane [GO:0005886]	20.72
Glycerophospholipid	basolateral plasma membrane [GO:0016323]	20.72
Glycerophospholipid	membrane raft [GO:0045121]	20.72
Glycerophospholipid	calcium channel complex [GO:0034704]	20.72
Glycerophospholipid	protein-containing complex [GO:0032991]	20.72
Glycerophospholipid	cation channel complex [GO:0034703]	20.72
Glycerophospholipid	cortical cytoskeleton [GO:0030863]	20.72
Glycerophospholipid	mitochondrion [GO:0005739]	20.53
Glycerophospholipid	cytoplasm [GO:0005737]	20.53
Glycerophospholipid	mitochondrial respirasome [GO:0005746]	20.53
Glycerophospholipid	nucleoplasm [GO:0005654]	20.53
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	6.62
Glycerophospholipid	membrane [GO:0016020]	17.61
Glycerophospholipid	methane monooxygenase complex [GO:0015050]	17.61
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	19.07
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	19.07
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	6.03
Glycerophospholipid	cortical cytoskeleton [GO:0030863]	18.47
Glycerophospholipid	basolateral plasma membrane [GO:0016323]	18.47
Glycerophospholipid	ankyrin-1 complex [GO:0170014]	18.47
Glycerophospholipid	Z disc [GO:0030018]	18.47
Glycerophospholipid	extracellular exosome [GO:0070062]	18.47
Glycerophospholipid	plasma membrane [GO:0005886]	18.47
Glycerophospholipid	membrane [GO:0016020]	18.47
Glycerophospholipid	blood microparticle [GO:0072562]	18.47
Glycerophospholipid	cytoplasmic side of plasma membrane [GO:0009898]	18.47
Glycerophospholipid	plasma membrane [GO:0005886]	5.92
Glycerophospholipid	cortical endoplasmic reticulum [GO:0032541]	5.92
Glycerophospholipid	membrane [GO:0016020]	9.89
Glycerophospholipid	sarcoplasmic reticulum membrane [GO:0033017]	9.89
Glycerophospholipid	endoplasmic reticulum membrane [GO:0005789]	9.89
Glycerophospholipid	perinuclear region of cytoplasm [GO:0048471]	9.89
Glycerophospholipid	sarcoplasmic reticulum [GO:0016529]	9.89
Glycerophospholipid	H zone [GO:0031673]	9.89
Glycerophospholipid	I band [GO:0031674]	9.89
Glycerophospholipid	endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]	9.89
Glycerophospholipid	endoplasmic reticulum [GO:0005783]	9.89
Glycerophospholipid	transmembrane transporter complex [GO:1902495]	12.08
Glycerophospholipid	plasma membrane [GO:0005886]	12.08
Glycerophospholipid	photosystem II [GO:0009523]	8.18
Glycerophospholipid	chloroplast thylakoid membrane [GO:0009535]	8.18
Glycerophospholipid	photosystem I [GO:0009522]	8.18
Glycerophospholipid	connexin complex [GO:0005922]	-1.0
Glycerophospholipid	plasma membrane [GO:0005886]	-1.0
Glycerophospholipid	mitochondrial respiratory chain complex IV [GO:0005751]	10.95
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	10.95
Glycerophospholipid	photosystem II [GO:0009523]	18.01
Glycerophospholipid	plasma membrane-derived thylakoid membrane [GO:0031676]	18.01
Glycerophospholipid	photosystem II [GO:0009523]	18.01
Glycerophospholipid	plasma membrane-derived thylakoid membrane [GO:0031676]	18.01
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	4.38
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	22.95
Glycerophospholipid	mitochondrion [GO:0005739]	9.36
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	9.36
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	9.36
Glycerophospholipid	mitochondrial membrane [GO:0031966]	9.36
Glycerophospholipid	neuronal cell body [GO:0043025]	9.36
Glycerophospholipid	dendrite [GO:0030425]	9.36
Glycerophospholipid	plasma membrane [GO:0005886]	8.89
Glycerophospholipid	photosystem II [GO:0009523]	19.37
Glycerophospholipid	plasma membrane-derived thylakoid membrane [GO:0031676]	19.37
Glycerophospholipid	photosystem II [GO:0009523]	19.37
Glycerophospholipid	plasma membrane-derived thylakoid membrane [GO:0031676]	19.37
Glycerophospholipid	membrane [GO:0016020]	23.77
Glycerophospholipid	thylakoid [GO:0009579]	23.77
Glycerophospholipid	membrane [GO:0016020]	23.77
Glycerophospholipid	thylakoid [GO:0009579]	23.77
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	-1.0
Glycerophospholipid	mitochondrial respiratory chain complex IV [GO:0005751]	-1.0
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	20.07
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	20.07
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	19.48
Glycerophospholipid	membrane [GO:0016020]	14.16
Glycerophospholipid	mitochondrion [GO:0005739]	16.35
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	16.35
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	16.35
Glycerophospholipid	nucleoplasm [GO:0005654]	23.89
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	13.39
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	13.39
Glycerophospholipid	mitochondrion [GO:0005739]	13.7
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	13.7
Glycerophospholipid	mitochondrial respiratory chain complex I [GO:0005747]	13.7
Glycerophospholipid	cytosol [GO:0005829]	11.01
Glycerophospholipid	fascia adherens [GO:0005916]	11.01
Glycerophospholipid	contractile fiber [GO:0043292]	11.01
Glycerophospholipid	Golgi membrane [GO:0000139]	11.01
Glycerophospholipid	intercalated disc [GO:0014704]	11.01
Glycerophospholipid	connexin complex [GO:0005922]	11.01
Glycerophospholipid	focal adhesion [GO:0005925]	11.01
Glycerophospholipid	Golgi-associated vesicle membrane [GO:0030660]	11.01
Glycerophospholipid	apical plasma membrane [GO:0016324]	11.01
Glycerophospholipid	plasma membrane [GO:0005886]	11.01
Glycerophospholipid	intracellular membrane-bounded organelle [GO:0043231]	11.01
Glycerophospholipid	membrane raft [GO:0045121]	11.01
Glycerophospholipid	endoplasmic reticulum membrane [GO:0005789]	11.01
Glycerophospholipid	lateral plasma membrane [GO:0016328]	11.01
Glycerophospholipid	tight junction [GO:0070160]	11.01
Glycerophospholipid	cytoplasm [GO:0005737]	11.01
Glycerophospholipid	Golgi apparatus [GO:0005794]	11.01
Glycerophospholipid	mitochondrion [GO:0005739]	11.01
Glycerophospholipid	cell junction [GO:0030054]	11.01
Glycerophospholipid	gap junction [GO:0005921]	11.01
Glycerophospholipid	intermediate filament [GO:0005882]	11.01
Glycerophospholipid	cell-cell contact zone [GO:0044291]	11.01
Glycerophospholipid	nucleoplasm [GO:0005654]	11.01
Glycerophospholipid	nucleus [GO:0005634]	11.01
Glycerophospholipid	membrane [GO:0016020]	14.99
Glycerophospholipid	melanosome [GO:0042470]	14.99
Glycerophospholipid	sarcolemma [GO:0042383]	14.99
Glycerophospholipid	plasma membrane [GO:0005886]	14.99
Glycerophospholipid	basolateral plasma membrane [GO:0016323]	14.99
Glycerophospholipid	sodium:potassium-exchanging ATPase complex [GO:0005890]	14.99
Glycerophospholipid	axon [GO:0030424]	14.99
Glycerophospholipid	membrane [GO:0016020]	23.45
Glycerophospholipid	extracellular exosome [GO:0070062]	23.45
Glycerophospholipid	late endosome membrane [GO:0031902]	23.45
Glycerophospholipid	nuclear inner membrane [GO:0005637]	23.45
Glycerophospholipid	protein-containing complex [GO:0032991]	23.45
Glycerophospholipid	endoplasmic reticulum membrane [GO:0005789]	23.45
Glycerophospholipid	early endosome membrane [GO:0031901]	23.45
Glycerophospholipid	respiratory chain complex I [GO:0045271]	19.97
Glycerophospholipid	plasma membrane [GO:0005886]	19.97
Glycerophospholipid	membrane [GO:0016020]	19.97
Glycerophospholipid	NADH dehydrogenase complex [GO:0030964]	19.97
Glycerophospholipid	plasma membrane respiratory chain complex I [GO:0045272]	19.97
Glycerophospholipid	postsynaptic density membrane [GO:0098839]	18.98
Glycerophospholipid	somatodendritic compartment [GO:0036477]	18.98
Glycerophospholipid	AMPA glutamate receptor complex [GO:0032281]	18.98
Glycerophospholipid	excitatory synapse [GO:0060076]	18.98
Glycerophospholipid	Schaffer collateral - CA1 synapse [GO:0098685]	18.98
Glycerophospholipid	dendrite [GO:0030425]	18.98
Glycerophospholipid	glutamatergic synapse [GO:0098978]	18.98
Glycerophospholipid	mitochondrion [GO:0005739]	19.83
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	19.83
Glycerophospholipid	mitochondrial inner membrane [GO:0005743]	17.87
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	17.87
Glycerophospholipid	plasma membrane [GO:0005886]	24.45
Glycerophospholipid	dendrite [GO:0030425]	24.45
Glycerophospholipid	calcium channel complex [GO:0034704]	24.45
Glycerophospholipid	growth cone [GO:0030426]	24.45
Glycerophospholipid	cation channel complex [GO:0034703]	24.45
Glycerophospholipid	neuronal cell body [GO:0043025]	24.45
Glycerophospholipid	mitochondrial respiratory chain complex IV [GO:0005751]	25.56
Glycerophospholipid	respiratory chain complex IV [GO:0045277]	25.56
